"Arrival_Time","Airline_Code","Airline","Origin_Airport","Origin_Code","Origin_City","Flight_Code","Duration"
"01:30","TG","Thai Airways","Suvarnabhumi Airport","BKK","Bangkok","TG351","4h 30m"
"01:35","J9","Jazeera","Kuwait International","KWI","Kuwait","J9401","4h 50m"
"01:40","6E","IndiGo","Suvarnabhumi Airport","BKK","Bangkok","6E1060","4h 25m"
"01:40","KQ","Kenya Airways","Jomo Kenyatta International","NBO","Nairobi","KQ202","6h 25m"
"01:40","QP","Akasa Air","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","QP1126","2h 40m"
"01:45","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E322","2h 15m"
"01:45","AI","Air India","Kempegowda International Airport","BLR","Bengaluru","AI2811","2h 5m"
"01:50","6E","IndiGo","Phuket International Airport","HKT","Phuket","6E1312","4h 25m"
"01:50","IX","Air India Express","Indira Gandhi International Airport","DEL","Delhi","IX1235","2h 25m"
"02:00","MS","EgyptAir","Cairo International Airport","CAI","Cairo","MS968","5h 55m"
