"Arrival_Time","Airline_Code","Airline","Origin_Airport","Origin_Code","Origin_City","Flight_Code","Duration"
"02:05","AI","Air India","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","AI2410","3h 5m"
"02:05","ET","Ethiopian","Addis Ababa Bole International Airport","ADD","Addis Ababa","ET640","5h 35m"
"02:05","EY","Etihad","Zayed International Airport","AUH","Abu Dhabi","EY206","3h 20m"
"02:10","UL","SriLankan Airlines","Bandaranaike International","CMB","Colombo","UL141","2h 30m"
"02:10","VS","Virgin Atlantic","Heathrow","LHR","London","VS358","9h 15m"
"02:15","6E","IndiGo","Lucknow","LKO","Lucknow","6E2058","2h 25m"
"02:25","EK","Emirates","Dubai International Airport","DXB","Dubai","EK500","3h 15m"
"02:35","6E","IndiGo","Schiphol","AMS","Amsterdam","6E22","9h 5m"
"02:35","6E","IndiGo","Hamad International Airport","DOH","Doha","6E1306","3h 25m"
"02:40","QR","Qatar Airways","Hamad International Airport","DOH","Doha","QR556","3h 35m"
"02:40","SG","SpiceJet","Kempegowda International Airport","BLR","Bengaluru","SG369","1h 55m"
"02:50","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5293","1h 50m"
"02:55","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E6205","1h 40m"
"02:55","6E","IndiGo","Zayed International Airport","AUH","Abu Dhabi","6E1402","3h 30m"
"02:55","6E","IndiGo","Manchester Airport","MAN","Manchester","6E32","9h 45m"
"03:00","AI","Air India","Heathrow","LHR","London","AI128","10h 0m"
"03:05","J2","AZAL","Heydar Aliyev International Airport","GYD","Baku","J259","5h 0m"
"04:10","HY","Uzbekistan Airways","Islam Karimov Tashkent International Airport","TAS","Tashkent","HY427","4h 20m"
"04:15","6E","IndiGo","Ras Al Khaimah International","RKT","Ras al-Khaimah","6E1492","3h 5m"
"04:15","G9","Air Arabia","Sharjah International","SHJ","Sharjah","G9405","3h 15m"
"04:20","6E","IndiGo","Seeb International","MCT","Muscat","6E1268","2h 55m"
"04:30","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E6106","1h 30m"
"04:30","AI","Air India","Hamad International Airport","DOH","Doha","AI2290","3h 45m"
"04:35","6E","IndiGo","Istanbul Airport","IST","Istanbul","6E18","8h 10m"
"04:35","OV","Salam Air","Seeb International","MCT","Muscat","OV763","2h 40m"
"04:40","TC","Air Tanzania","Dar Es Salaam","DAR","Dar Es Salaam","TC400","6h 0m"
"04:45","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E6366","2h 45m"
"04:50","6E","IndiGo","Chennai International","MAA","Chennai","6E5117","2h 20m"
"04:50","IX","Air India Express","Seeb International","MCT","Muscat","IX236","3h 5m"
"04:55","RJ","Royal Jordanian","Queen Alia International","AMM","Amman","RJ190","5h 50m"
"04:55","SG","SpiceJet","Dubai International Airport","DXB","Dubai","SG5114","3h 40m"
"05:00","IX","Air India Express","Zayed International Airport","AUH","Abu Dhabi","IX262","3h 35m"
"05:05","6E","IndiGo","King Abdulaziz International Airport","JED","Jeddah","6E62","5h 10m"
"05:10","GF","Gulf Air","Bahrain International Airport","BAH","Bahrain","GF56","3h 55m"
"05:15","TK","Turkish Airlines","Istanbul Airport","IST","Istanbul","TK720","6h 30m"
"05:20","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E353","2h 20m"
"05:20","6E","IndiGo","Madinah","MED","Madinah","6E60","5h 0m"
"05:30","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E6285","1h 30m"
"05:30","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5205","1h 45m"
"05:40","KQ","Kenya Airways","Jomo Kenyatta International","NBO","Nairobi","KQ204","6h 25m"
"05:55","QP","Akasa Air","Ahmedabad Airport","AMD","Ahmedabad","QP1194","1h 25m"
"06:05","6E","IndiGo","Bahrain International Airport","BAH","Bahrain","6E1202","4h 20m"
"06:05","QP","Akasa Air","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","QP1178","2h 40m"
"06:05","UR","Uganda Airlines","Entebbe International","EBB","Entebbe","UR430","7h 10m"
"06:10","SG","SpiceJet","Indira Gandhi International Airport","DEL","Delhi","SG510","2h 10m"
"06:25","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E5245","1h 25m"
"06:30","AI","Air India","King Abdulaziz International Airport","JED","Jeddah","AI2246","5h 20m"
"06:35","AI","Air India","King Fahd International","DMM","Dammam","AI2250","4h 35m"
"06:55","6E","IndiGo","Chennai International","MAA","Chennai","6E5093","1h 55m"
"06:55","SG","SpiceJet","Kempegowda International Airport","BLR","Bengaluru","SG115","2h 10m"
"07:00","6E","IndiGo","King Fahd International","DMM","Dammam","6E82","3h 50m"
"07:10","6E","IndiGo","Nagpur","NAG","Nagpur","6E5002","1h 30m"
"07:10","EY","Etihad","Zayed International Airport","AUH","Abu Dhabi","EY200","3h 20m"
"07:15","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5089","1h 45m"
"07:15","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E449","2h 15m"
"07:30","6E","IndiGo","Devi Ahilyabai Holkar","IDR","Indore","6E5122","1h 25m"
"07:30","BA","British Airways","Heathrow","LHR","London","BA135","9h 25m"
"07:40","6E","IndiGo","Chandigarh","IXC","Chandigarh","6E5264","2h 25m"
"07:40","6E","IndiGo","Jaipur","JAI","Jaipur","6E5282","1h 35m"
"07:45","AI","Air India","Ahmedabad Airport","AMD","Ahmedabad","AI2918","1h 45m"
"07:45","QP","Akasa Air","Kempegowda International Airport","BLR","Bengaluru","QP1515","1h 45m"
"07:45","QP","Akasa Air","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","QP1136","2h 45m"
"07:55","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E6196","1h 25m"
"07:55","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI1745","2h 25m"
"08:05","6E","IndiGo","Goa","GOI","Goa","6E2175","1h 25m"
"08:15","6E","IndiGo","Aurangabad","IXU","Aurangabad","6E6126","1h 0m"
"08:15","EK","Emirates","Dubai International Airport","DXB","Dubai","EK504","3h 15m"
"08:20","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E6218","2h 15m"
"08:20","6E","IndiGo","Devi Ahilyabai Holkar","IDR","Indore","6E6184","1h 15m"
"08:25","6E","IndiGo","Hamad International Airport","DOH","Doha","6E1342","3h 50m"
"08:25","S5","Star Air","Belgaum","IXG","Belgaum","S5111","1h 5m"
"08:30","AI","Air India","Goa","GOI","Goa","AI604","1h 25m"
"08:30","ET","Ethiopian","Addis Ababa Bole International Airport","ADD","Addis Ababa","ET610","5h 35m"
"08:35","6E","IndiGo","Bhubaneshwar","BBI","Bhubaneswar","6E2189","2h 25m"
"08:35","6E","IndiGo","Mopa Airport","GOX","Goa","6E6278","1h 25m"
"08:35","AI","Air India","Kempegowda International Airport","BLR","Bengaluru","AI2402","2h 0m"
"08:40","6E","IndiGo","Zayed International Airport","AUH","Abu Dhabi","6E1414","3h 25m"
"08:45","6E","IndiGo","Chennai International","MAA","Chennai","6E5314","2h 0m"
"08:50","6E","IndiGo","Vadodara","BDQ","Vadodara","6E5060","1h 15m"
"08:50","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2975","2h 20m"
"08:55","6E","IndiGo","King Abdulaziz International Airport","JED","Jeddah","6E92","5h 20m"
"08:55","AI","Air India","Frankfurt Airport","FRA","Frankfurt","AI2028","9h 5m"
"09:10","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E5216","1h 45m"
"09:10","AI","Air India","Vadodara","BDQ","Vadodara","AI2892","1h 25m"
"09:10","AI","Air India","Chennai International","MAA","Chennai","AI2779","2h 10m"
"09:15","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E5194","2h 50m"
"09:15","AI","Air India","Rajiv Gandhi International Airport","HYD","Hyderabad","AI2626","1h 50m"
