"Departure_Time","Airline_Code","Airline","Destination_Airport","Destination_Code","Destination_City","Flight_Code","Duration"
"21:05","IX","Air India Express","Chandigarh","IXC","Chandigarh","IX1089","3h 10m"
"21:15","6E","IndiGo","Singapore Changi Airport","SIN","Singapore","6E1247","4h 55m"
"21:20","UL","SriLankan Airlines","Bandaranaike International","CMB","Colombo","UL172","1h 25m"
"21:25","QP","Akasa Air","Ahmedabad Airport","AMD","Ahmedabad","QP1906","2h 25m"
"21:30","6E","IndiGo","Mopa Airport","GOX","Goa","6E6526","1h 15m"
"21:30","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E6784","1h 15m"
"21:30","AI","Air India","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","AI2642","2h 5m"
"21:30","IX","Air India Express","Calicut","CCJ","Kozhikode","IX5503","1h 10m"
"21:40","6E","IndiGo","Pune","PNQ","Pune","6E528","1h 30m"
"21:40","IX","Air India Express","Mangalore","IXE","Mangalore","IX5501","1h 15m"
"21:45","SG","SpiceJet","Indira Gandhi International Airport","DEL","Delhi","SG205","2h 55m"
