"Arrival time","Airline code","Airline","Origin airport","Origin code","Origin city","Flight","Duration"
"01:55","VF","AJet","Istanbul Sabiha Gökçen International Airport","SAW","Istanbul","VF143","4h 35m"
"02:15","H9","Himalaya Airlines","Tribhuvan International","KTM","Kathmandu","H9765","4h 45m"
"02:25","PA","Airblue","Islamabad International Airport","ISB","Islamabad","PA210","3h 30m"
"02:55","ET","Ethiopian","Addis Ababa Bole International Airport","ADD","Addis Ababa","ET600","4h 10m"
"02:55","FZ","flydubai","King Abdulaziz International Airport","JED","Jeddah","FZ808","3h 0m"
"03:00","FZ","flydubai","Male International Airport","MLE","Male","FZ1026","4h 30m"
"03:15","FZ","flydubai","Queen Alia International","AMM","Amman","FZ144","3h 40m"
"03:15","PC","Pegasus","Istanbul Sabiha Gökçen International Airport","SAW","Istanbul","PC740","5h 35m"
"03:25","EK","Emirates","Heathrow","LHR","London","EK30","7h 35m"
"03:25","QR","Qatar Airways","Hamad International Airport","DOH","Doha","QR1002","1h 20m"
"03:30","GF","Gulf Air","Bahrain International Airport","BAH","Bahrain","GF500","1h 20m"
"03:35","PK","PIA","Islamabad International Airport","ISB","Islamabad","PK233","3h 30m"
"03:45","EK","Emirates","Tansonnhat International","SGN","Ho Chi Minh City","EK393","6h 55m"
"03:45","FZ","flydubai","Asmara Intl","ASM","Asmara","FZ646","3h 50m"
"03:45","FZ","flydubai","Zanzibar","ZNZ","Zanzibar","FZ1688","5h 35m"
"03:45","IX","Air India Express","Surat","STV","Surat Gujarat","IX273","3h 5m"
"04:00","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI4307","4h 5m"
"04:00","EK","Emirates","Guangzhou Baiyun International Airport","CAN","Guangzhou","EK363","7h 40m"
"04:05","EK","Emirates","Narita International Airport","NRT","Tokyo","EK319","10h 35m"
"04:05","EK","Emirates","Singapore Changi Airport","SIN","Singapore","EK353","7h 15m"
"04:05","RJ","Royal Jordanian","Queen Alia International","AMM","Amman","RJ612","3h 45m"
"04:10","ET","Ethiopian","Addis Ababa Bole International Airport","ADD","Addis Ababa","ET612","4h 20m"
"04:15","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E1477","2h 55m"
"04:20","EK","Emirates","Shenzhen Bao'an International Airport","SZX","Shenzhen","EK329","7h 35m"
"04:25","EK","Emirates","Hong Kong International Airport","HKG","Hong Kong","EK381","7h 45m"
"04:25","EK","Emirates","Incheon International Airport","ICN","Seoul","EK323","9h 30m"
"04:25","EK","Emirates","Sir Seewoosagur Ramgoolam International","MRU","Mauritius","EK704","6h 35m"
"04:25","IX","Air India Express","Amritsar","ATQ","Amritsar","IX197","4h 5m"
"04:30","EK","Emirates","Zia International","DAC","Dhaka","EK585","4h 50m"
"04:30","EK","Emirates","Hangzhou Xiaoshan International Airport","HGH","Hangzhou","EK311","8h 20m"
"04:30","EK","Emirates","Ninoy Aquino International","MNL","Manila","EK335","8h 35m"
"04:30","EK","Emirates","Kingsford Smith International Airport","SYD","Sydney","EK417","14h 20m"
"04:35","EK","Emirates","Kansai International Airport","KIX","Osaka","EK317","9h 50m"
"04:35","EK","Emirates","Taoyuan International Airport","TPE","Taipei","EK367","8h 45m"
"04:40","EK","Emirates","Suvarnabhumi Airport","BKK","Bangkok","EK385","6h 5m"
"04:45","EK","Emirates","Lagos Murtala Muhammed","LOS","Lagos","EK784","8h 5m"
"04:45","EK","Emirates","Shanghai Pudong International Airport","PVG","Shanghai","EK303","8h 40m"
"04:45","PA","Airblue","Allama Iqbal International","LHE","Lahore","PA410","3h 30m"
"04:50","EK","Emirates","Jomo Kenyatta International","NBO","Nairobi","EK722","5h 5m"
"04:50","EK","Emirates","Singapore Changi Airport","SIN","Singapore","EK349","7h 10m"
"04:50","FZ","flydubai","Borg El Arab Intl","HBE","Alexandria","FZ176","3h 45m"
"04:55","EK","Emirates","Sialkot Airport","SKT","Sialkot","EK619","3h 15m"
"04:55","FZ","flydubai","Madinah","MED","Madinah","FZ828","3h 0m"
"05:00","EK","Emirates","Durban International","DUR","Durban","EK776","8h 20m"
"05:00","EK","Emirates","Beijing Capital International Airport","PEK","Beijing","EK307","8h 20m"
"05:05","EK","Emirates","Noibai International","HAN","Hanoi","EK395","6h 35m"
"05:05","EK","Emirates","Kuala Lumpur International Airport","KUL","Kuala Lumpur","EK343","6h 50m"
"05:15","EK","Emirates","Melbourne International","MEL","Melbourne","EK407","14h 0m"
"05:15","EK","Emirates","Dr Antonio Agostinho Neto Airport","NBJ","Luanda","EK794","7h 50m"
"05:15","EK","Emirates","Perth International","PER","Perth","EK421","10h 55m"
"05:15","EK","Emirates","Kingsford Smith International Airport","SYD","Sydney","EK413","14h 30m"
"05:15","EK","Emirates","Taoyuan International Airport","TPE","Taipei","EK387","8h 45m"
"05:15","FZ","flydubai","Bandaranaike International","CMB","Colombo","FZ570","4h 40m"
"05:20","EK","Emirates","Brisbane International","BNE","Brisbane","EK435","14h 20m"
"05:25","EK","Emirates","Johannesburg International","JNB","Johannesburg","EK764","8h 15m"
"05:30","EK","Emirates","Soekarno Hatta International","CGK","Jakarta","EK359","7h 45m"
"05:30","EK","Emirates","Istanbul Airport","IST","Istanbul","EK118","5h 0m"
"05:35","EK","Emirates","Auckland International Airport","AKL","Auckland","EK449","17h 5m"
"05:35","EK","Emirates","Bali International","DPS","Denpasar","EK399","9h 0m"
"05:40","EK","Emirates","Adelaide International","ADL","Adelaide","EK441","13h 10m"
"05:40","EK","Emirates","Haneda Airport","HND","Tokyo","EK313","10h 35m"
"05:45","EK","Emirates","Allama Iqbal International","LHE","Lahore","EK623","3h 20m"
"05:50","EK","Emirates","Bandaranaike International","CMB","Colombo","EK649","4h 25m"
"05:50","EK","Emirates","Cape Town International","CPT","Cape Town","EK771","9h 25m"
"05:50","FZ","flydubai","Rajiv Gandhi International Airport","HYD","Hyderabad","FZ436","4h 15m"
"05:55","EK","Emirates","Seeb International","MCT","Muscat","EK867","1h 15m"
"05:55","FZ","flydubai","Cochin","COK","Kochi","FZ454","4h 5m"
"06:00","EK","Emirates","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","EK501","3h 5m"
"06:10","EK","Emirates","Ahmedabad Airport","AMD","Ahmedabad","EK539","3h 0m"
"06:10","EK","Emirates","Fiumicino","FCO","Rome","EK96","6h 0m"
"06:15","EK","Emirates","Kotoka International","ACC","Accra","EK788","8h 15m"
"06:15","EK","Emirates","El Prat Airport","BCN","Barcelona","EK188","6h 50m"
"06:15","FZ","flydubai","Indira Gandhi International Airport","DEL","Delhi","FZ442","3h 35m"
"06:25","EK","Emirates","Indira Gandhi International Airport","DEL","Delhi","EK513","3h 30m"
"06:30","EK","Emirates","Lusaka International","LUN","Lusaka","EK714","6h 55m"
"06:40","EK","Emirates","King Fahd International","DMM","Dammam","EK824","1h 25m"
"06:40","EK","Emirates","Chennai International","MAA","Chennai","EK543","4h 5m"
"06:45","EK","Emirates","Rajiv Gandhi International Airport","HYD","Hyderabad","EK525","3h 35m"
"06:45","EK","Emirates","Milan Malpensa Airport","MXP","Milan","EK92","6h 30m"
"06:45","EK","Emirates","Zurich Airport","ZRH","Zurich","EK86","6h 45m"
"06:50","EK","Emirates","Suvarnabhumi Airport","BKK","Bangkok","EK371","6h 10m"
"06:50","EK","Emirates","Cochin","COK","Kochi","EK533","3h 50m"
"06:55","TK","Turkish Airlines","Istanbul Airport","IST","Istanbul","TK762","4h 25m"
"07:00","EK","Emirates","Brussels Airport","BRU","Brussels","EK182","7h 15m"
"07:00","EK","Emirates","King Khaled International","RUH","Riyadh","EK816","2h 10m"
"07:00","EK","Emirates","Pierre Elliott Trudeau International","YUL","Montreal","EK244","12h 45m"
"07:05","EK","Emirates","Kempegowda International Airport","BLR","Bengaluru","EK569","3h 50m"
"07:05","FZ","flydubai","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","FZ446","3h 15m"
"07:10","EK","Emirates","Cairo International Airport","CAI","Cairo","EK926","3h 25m"
"07:10","EK","Emirates","Charles De Gaulle","CDG","Paris","EK76","7h 15m"
"07:10","FZ","flydubai","Belgrad Nikola Tesla Airport","BEG","Belgrade","FZ1750","5h 25m"
"07:15","EK","Emirates","Frankfurt Airport","FRA","Frankfurt","EK48","6h 55m"
"07:15","EK","Emirates","Heathrow","LHR","London","EK4","7h 35m"
"07:15","EK","Emirates","Thiruvananthapuram International","TRV","Thiruvananthapuram","EK523","4h 0m"
"07:25","AI","Air India","Chhatrapati Shivaji Maharaj International Airport","BOM","Mumbai","AI4215","3h 0m"
"07:25","EK","Emirates","Moscow Domodedovo Airport","DME","Moscow","EK132","7h 15m"
"07:25","FZ","flydubai","Islam Karimov Tashkent International Airport","TAS","Tashkent","FZ1942","4h 20m"
"07:30","EK","Emirates","Barajas","MAD","Madrid","EK144","7h 20m"
"07:30","FZ","flydubai","Almaty International Airport","ALA","Almaty","FZ1722","4h 45m"
"07:40","EK","Emirates","Blaise Diagne Interantional Airport","DSS","Dakar","EK797","9h 45m"
"07:50","FZ","flydubai","Dushanbe","DYU","Dushanbe","FZ794","4h 5m"
"07:55","EK","Emirates","King Abdulaziz International Airport","JED","Jeddah","EK802","2h 50m"
"08:10","EK","Emirates","Pulkovo Airport","LED","Saint Petersburg","EK176","8h 5m"
"08:10","EK","Emirates","Manchester Airport","MAN","Manchester","EK20","7h 50m"
"08:10","FZ","flydubai","Mineralnye Vody Airport","MRV","Mineralnye Vody","FZ978","3h 45m"
"08:10","IX","Air India Express","Calicut","CCJ","Kozhikode","IX345","3h 55m"
"08:15","FZ","flydubai","Sialkot Airport","SKT","Sialkot","FZ338","3h 25m"
"08:20","EK","Emirates","Johannesburg International","JNB","Johannesburg","EK766","8h 0m"
"08:20","EK","Emirates","Gatwick","LGW","London","EK10","7h 35m"
